NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MICROLENSING,IMAGING,TIMING,ASTROMETRY,MASS,DIST,R,MSTAR,FE,DATE,STARDISCMETH,RSTAR,TEFF
,mjupiter,au,day,,deg,jd,m/s,,,,,,,,,mjupiter,pc,rjupiter,msun,,,,rsun,k
Kepler-1294 b,,0.463098,115.6862258,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0304768,1120,0.285,0.99,-0.03,2016,Transit,0.97,5776
HD 147873 c,2.24603,1.35778,491.54,0.23,42,,47.9,Jenkins 2017,http://adsabs.harvard.edu/abs/2017MNRAS.466..443J,Jenkins 2017,http://adsabs.harvard.edu/abs/2017MNRAS.466..443J,0,0,0,0,2.24603,104.932,,1.38,-0.03,2017,RV,2.29,5972
Kepler-249 c,,0.0723886,7.113702,,90,2455007.32459,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0120453,,0.134713,,,2014,Transit,0.482,3568
Kepler-1282 b,,0.0315297,2.13194651,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0115843,1126,0.138,0.92,0.01,2016,Transit,0.89,5504
Kepler-740 b,,0.0444161,3.58410122,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0690043,1262,0.408,0.91,0.03,2016,Transit,0.87,5438
Kepler-79 c,,0.183622,27.402,0.03,227.73,,,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,0,0,1,0,0.0186,,0.339,1.1,-0.263,2013,Timing,1.1,6187
HD 16417 b,0.0669595,0.135435,17.24,0.2,77,2450099.74,5,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O,0,0,0,0,0.0669595,25.7798,,1.115,0.07,2009,RV,1.45645,5817
Kepler-251 c,,0.126914,16.514043,,90,2455009.11632,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0232079,,0.247123,,,2014,Transit,0.89,5526
Kepler-15 b,0.66177,0.0571382,4.942782,0.133933,293.311,2454967.27,78.7,Endl 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...13E,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,0.662431,,0.96,1.018,0.36,2011,Transit,0.992,5515
HD 205739 b,1.48708,0.894939,279.8,0.27,301,2453390.7,42,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,0,0,0,0,1.48708,107.759,,1.22,0.19,2008,RV,1.46292,6176
Kepler-851 b,,0.078449,8.50699658,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0124487,869,0.15,0.89,-0.07,2016,Transit,0.85,5455
Kepler-1342 b,,0.032467,2.21571036,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0123008,941,0.148,0.93,0.03,2016,Transit,0.9,5527
Kepler-302 b,,0.189725,30.184104,,90,2454979.64006,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0537981,,0.362209,,,2014,Transit,1.22,5740
Kepler-781 b,,0.101967,13.2140732,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0250657,1036,0.258,0.81,-0.1,2016,Transit,0.78,5162
Kepler-317 b,,0.0611582,5.524242,,90,2454968.61931,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0155228,,0.186457,,,2014,Transit,0.941,5497
Kepler-152 c,,0.387942,88.255055,,90,2454986.78027,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0184218,,0.213222,,,2014,Transit,0.724,5088
Kepler-343 b,,0.0844802,8.96855,,90,2454972.38991,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0186399,,0.215006,,,2014,Transit,1.433,5807
Kepler-1161 b,,0.0797661,10.71252541,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0158698,428,0.19,0.59,-0.35,2016,Transit,0.57,4253
CoRoT-16 b,0.535943,0.0617874,5.35227,0.33,168.41,2454924.564,61.96,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,0,0,0,0,0.537982,840,1.17,1.098,0.19,2012,Transit,1.19,5650
HD 216770 b,0.646927,0.455837,118.45,0.37,281,2452672,30.9,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,0,0,0,0,0.646927,35.5745,,0.9,0.26,2004,RV,1.03957,5423
HD 136418 b,1.9935,1.29111,464.3,0.255,12,2455228,44.7,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,0,0,0,0,1.9935,98.2318,,1.33,-0.07,2010,RV,3.83357,4972
Kepler-907 b,,0.126784,15.86621821,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00553813,352,0.107,1.08,-0.15,2016,Transit,1.38,6106
Kepler-1402 b,,0.0303322,2.03387914,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00111394,681,0.068,0.9,0.03,2016,Transit,0.87,5416
Kepler-59 b,,0.103167,11.8681707,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,1,0,0.00441201,,0.100246,1.04,,2011,Transit,0.94,6074
Kepler-98 b,0.010276,0.0260305,1.54168,0,90,,1.82,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0,0,0,0,0.0111695,,0.177536,0.99,0.18,2014,Transit,1.11,5539
Kepler-192 b,,0.090395,9.926746,,90,2455008.68501,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0227766,,0.244446,,,2014,Transit,1.007,5479
beta Pic b,,9.04,7482,0.06,353.5,2456250,,Macintosh 2014,http://adsabs.harvard.edu/abs/2014PNAS..11112661M,Lagrange 2009,http://adsabs.harvard.edu/abs/2009A%26A...493L..21L,0,1,0,0,11,19.3,,1.75,,2009,Imaging,,
Kepler-1259 b,,0.013815,0.66308526,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0101747,704,0.128,0.8,-0.07,2016,Transit,0.77,5053
Kepler-202 c,,0.125725,16.282493,,90,2455013.79623,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0136211,,0.165046,,,2014,Transit,0.667,4668
gamma Lib c,4.58986,2.17458,964.6,0.057,146,2450725,73,Takarada 2018,http://adsabs.harvard.edu/abs/2018PASJ..tmp...64T,Takarada 2018,http://adsabs.harvard.edu/abs/2018PASJ..tmp...64T,0,0,0,0,4.58986,50.025,,1.47,-0.3,2018,RV,11.1,4822
Kepler-1142 b,,0.134547,18.3027248,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0109866,697,0.131,0.97,0.02,2016,Transit,0.96,5685
GJ 163 d,0.0926098,1.03037,603.95116,0.373,2.064,2452876.6622,4.42,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,0,0,0,0,0.0926098,14.9948,,0.4,,2013,RV,,
Kepler-339 c,,0.0715337,6.988055,,90,2454965.5611,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00478497,,0.102596,,,2014,Transit,0.802,5631
HD 215152 e,0.00905232,0.15417,25.1967,0,90,,0.747,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,0,0,0,0,0.00905232,21.6263,,0.77,-0.1,2018,RV,0.73,4935
HD 188015 b,1.46957,1.19018,461.2,0.137,222,2451787,37.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,0,0,0,0,1.46957,57.0125,,1.056,0.288779,2005,RV,1.03281,5745.68
WASP-59 b,0.859026,0.0696866,7.919585,0.1,74,2455830.669,109.6,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,0,0,0,0,0.859095,125,0.775,0.719,-0.15,2013,Transit,0.613,4650
WASP-54 b,0.630293,0.049881,3.6936411,0.067,62,2455518.091,73,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,0,0,0,0,0.63273,200,1.653,1.213,-0.27,2013,Transit,1.828,6100
Kepler-1542 b,,0.0479144,3.95116882,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00111394,336,0.068,0.94,0.06,2016,Transit,0.99,5564
HAT-P-8 b,1.29241,0.0449613,3.076337,0,90,2454437.67582,153.1,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,0,0,0,0,1.29336,230.001,1.5,1.28,0.01,2009,Transit,1.58,6200
Kepler-446 b,,0.0159282,1.565409,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0,0,0,0,0.0115145,120,0.137,0.22,-0.3,2010,Transit,0.24,3359
Kepler-1533 b,,0.977788,308.5471,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0363708,852,0.309,1.31,0.03,2016,Transit,1.51,6431
WASP-15 b,0.541448,0.0499436,3.7521,0,90,2454584.69819,63.4,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,West 2009,http://adsabs.harvard.edu/abs/2009AJ....137.4834W,0,0,0,0,0.542797,,1.379,1.18,-0.17,2009,Transit,1.477,6300
Kepler-425 b,0.248704,0.0464979,3.79701816,0,,2454966.508785,34,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0,0,0,0,1,650,0.978,0.93,0.24,2010,Transit,0.86,5170
HD 10180 d,0.0376549,0.128581,16.3567,0.143,292,2454005.3799,2.93,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,0,0,0,0,0.0376549,39.0168,,1.06,0.08,2011,RV,1.10851,5911
Kepler-767 b,,0.572614,161.5280101,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.121945,1185,0.592,0.96,-0.05,2016,Transit,0.94,5694
HD 9446 c,1.81548,0.65375,192.9,0.06,100,2454510,63.9,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,0,0,0,0,1.81548,52.356,,1,0.09,2010,RV,0.919448,5793
Kepler-445 b,,0.022904,2.984151,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0,0,0,0,0.0120099,90,0.144,0.18,0.27,2010,Transit,0.21,3157
XO-4 b,1.60219,0.05524,4.1250828,0,90,2454485.933323,168.6,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,McCullough 2008,http://adsabs.harvard.edu/abs/2008arXiv0805.2921M,0,0,0,0,1.60254,293,1.33,1.32,,2008,Transit,,
WASP-48 b,0.969551,0.034488,2.143634,0,90,2455364.55043,136.02,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,0,0,0,0,0.984236,,1.67,1.19,-0.12,2011,Transit,1.75,5920
Kepler-566 b,,0.128317,18.42794624,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0160703,628,0.192,0.83,-0.01,2016,Transit,0.79,5132
HD 37124 b,0.674371,0.533637,154.378,0.054,130,2450305,28.5,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,0,0,0,0,0.674371,33.67,,0.85,-0.441617,2000,RV,0.772275,5500.24
Kepler-89 b,0.0287326,0.0511881,3.743208,0.25,,,3.3,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,0,0,0,0,0.0287348,,0.1558,1.277,0.0228,2013,Transit,1.52,6182
WASP-32 b,3.441,0.0390315,2.718661,0,90,2455681.1945,478,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M,0,0,0,0,3.45362,,1.1,1.07,-0.13,2010,Transit,1.09,6140
Kepler-265 b,,0.0705628,6.846262,,90,2454965.17037,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0136944,,0.165938,,,2014,Transit,1.103,5835
OGLE-TR-211 b,0.753425,0.0512842,3.67724,0,90,2453428.334,82,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,0,0,0,0,0.757277,,1.36,1.33,0.11,2008,Transit,1.64,6325
gamma Cep b,1.51728,1.9793,905.574,0.12,49.6,2453121.925,27.5,Hatzes 2003,http://adsabs.harvard.edu/abs/2003ApJ...599.1383H,Campbell 1988,http://adsabs.harvard.edu/abs/1988ApJ...331..902C,0,0,0,0,1.51728,14.1024,,1.26,0.13,1988,RV,5.01,4764
Kepler-325 b,,0.0536941,4.544439,,90,2454967.9001,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0253561,,0.259613,,,2014,Transit,1.003,5752
Kepler-11 g,,0.465624,118.3807,0,90,2455593.8021,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,0,0,0,0,0.0332233,,0.296741,0.961,0,2011,Transit,1.1,5663
Kepler-409 b,,0.320082,68.9584,,,,,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0,0,0,0,0.00576565,68.3079,0.108253,0.92,0.08,2014,Transit,0.89,5460
Kepler-256 b,,0.0270005,1.620493,,90,2454965.06776,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.011856,,0.14185,,,2014,Transit,1.301,5551
Kepler-1182 b,,0.0991034,11.17394617,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0186391,1258,0.215,1.04,0.01,2016,Transit,1.05,5924
Kepler-617 b,,0.0221208,1.68269615,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00774372,150,0.118,0.51,-0.07,2016,Transit,0.48,3712
Kepler-1035 b,,0.0378236,2.71407755,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00501732,408,0.104,0.98,-0.03,2016,Transit,0.97,5763
HD 1605 c,3.50295,3.52689,2111,0.098,241,2454758.3,46.5,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,0,0,0,0,3.50295,84.6,,1.31,0.21,2015,RV,3.8,4757
GJ 86 b,4.00104,0.114217,15.76491,0.0416,269,2451903.36,376.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Queloz 2000,http://adsabs.harvard.edu/abs/2000A%26A...354...99Q,0,0,0,0,4.00104,10.7828,,0.796,-0.267896,2000,RV,0.748264,5150.54
Kepler-470 b,,0.185532,24.66919569,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,1,989,1.288,1.4,0.04,2016,Transit,1.66,6613
Kepler-1637 b,,0.0658388,6.10960324,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00189081,506,0.079,1.02,0.07,2016,Transit,1.02,5789
Kepler-1346 b,,0.0462418,3.40165668,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0117956,1123,0.141,1.14,0.04,2016,Transit,1.21,6133
HR 8799 e,,14.5253,16422,0,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2010,http://adsabs.harvard.edu/abs/2010Natur.468.1080M,0,1,0,0,7,39.4,,1.516,-0.47,2010,Imaging,1.44,7193
HD 8574 b,1.80603,0.757141,227,0.297,26.6,2453981,58.3,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,0,0,0,0,1.80603,44.5633,,1.122,-0.00891622,2003,RV,1.42266,6049.74
Kepler-269 c,,0.079115,8.127899,,90,2455191.68805,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0125062,,0.150772,,,2014,Transit,0.959,5847
MOA-2007-BLG-192L b,,,,,,,,Kubas 2012,http://adsabs.harvard.edu/abs/2012A%26A...540A..78K,Bennett 2008,http://adsabs.harvard.edu/abs/2008AAS...212.1012B,1,0,0,0,0.01,660,,0.084,,2008,Microlensing,,
Kepler-250 b,,0.0505253,4.148141,,90,2454966.39095,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00450004,,0.100812,,,2014,Transit,0.805,5160
HD 82886 b,1.30477,1.58126,705,0.066,347,2455200,28.7,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,0,0,0,0,1.30477,125,,1.06,-0.31,2011,RV,3.83685,5112
HD 179949 b,0.902075,0.0439208,3.092514,0.022,192,2451002.36,112.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2001,http://adsabs.harvard.edu/abs/2001ApJ...551..507T,0,0,0,0,0.902075,27.5482,,1.181,0.136947,2001,RV,1.22645,6168.3
Kepler-1167 b,,0.0181392,1.00393374,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0126737,811,0.153,0.79,-0.05,2016,Transit,0.75,4971
GJ 3293 e,0.0104938,0.0820805,13.25319599,0.215874,118.738,2456014.055127659,1.64572,Astudillo-Defru 2015 (corrected; private communication),http://adsabs.harvard.edu/abs/2015A%26A...575A.119A,Astudillo-Defru 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A.119A,0,0,0,0,0.0104938,20.202,,0.42,0.02,2015,RV,0.404,3466
HD 2952 b,1.62021,1.22755,311.6,0.129,64,2450112,26.3,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,0,0,0,0,1.62021,115.207,,2.54,0,2013,RV,11.4311,4844
Kepler-1063 b,,0.117439,14.07971466,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0115494,365,0.133,1.09,0.09,2016,Transit,1.14,5945
Kepler-169 e,,0.112418,13.767102,,90,2455007.81064,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0165098,,0.196271,,,2014,Transit,0.763,4997
MOA-2009-BLG-319L b,,,,,,,,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,1,0,0,0,0.157,6100,,0.38,,2011,Microlensing,,
Kepler-1340 b,,0.0161473,0.66502692,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0115843,1421,0.138,1.27,0.07,2016,Transit,1.42,6331
YZ Cet b,0.00234218,0.0155735,1.96876,0,-63.4,2456844.45,1.48,Astudillo-Defru 2017,http://adsabs.harvard.edu/abs/2017A%26A...605L..11A,Astudillo-Defru 2017,http://adsabs.harvard.edu/abs/2017A%26A...605L..11A,0,0,0,0,0.00234218,3.6899,,0.13,-0.26,2017,RV,0.168,3056
HIP 14810 c,1.27518,0.545404,147.76916,0.153155,327.286,2454671.631,49.8989,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,0,0,0,0,1.27518,53.4474,,0.99,0.23,2007,RV,1.31998,5485
Kepler-358 c,,0.373844,83.488369,,90,2455021.53814,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0244074,,0.25426,,,2014,Transit,0.954,5908
HD 28678 b,1.8997,1.31659,387.1,0.168,128,2455517,33.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,0,0,0,0,1.8997,227,,2.03,-0.21,2011,RV,6.33673,5052
WASP-56 b,0.605178,0.056145,4.617101,0,90,2455730.799,69,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,0,0,0,0,0.605385,255,1.092,1.107,0.12,2013,Transit,1.112,5600
Kepler-18 c,,0.0752115,7.64159,0.000338541,30.7316,2455165.831,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,0.0544,,0.489785,0.972,0.2,2011,Transit,1.108,5383
Kepler-215 e,,0.326561,68.16101,,90,2455020.03247,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0129124,,0.156125,,,2014,Transit,1.027,5739
Kepler-540 b,,0.610956,172.7049784,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0223911,350,0.242,1.02,-0.1,2016,Transit,1.08,5946
HATS-6 b,0.319673,0.0362414,3.3252725,0,90,,63,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,0,0,0,0,0.319,148.4,0.998,0.574,0.2,2015,Transit,0.57,3724
Kepler-230 c,,0.398184,91.773242,,90,2455026.83073,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0151,,0.181997,,,2014,Transit,0.817,5588
Kepler-739 b,,0.103068,12.53248465,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0330424,1128,0.296,0.93,-0.08,2016,Transit,0.9,5601
